d2a554c8-7dbf-456b-8477-c8af0abedc47,usuario2@gmail.com,user2,$2a$10$iWWrz4czo4PyVp2fFZAHmO5Lb/gnyG.KA0wyT6dkT0EtezGatdIj6,default_avatar.png
d6ad13a9-f8db-43a4-92bb-a0fe40c9b337,usuario5@gmail.com,user5,$2a$10$mmd17oROwgPho8yzkHoYfeut1jiRJq618sfUtJhjd9gDXyY0SSRiS,default_avatar.png
1342292d-ebb2-464a-a4b3-78fa65da63a3,usuario6@gmail.com,user6,$2a$10$ksk34BiPDc07znDHYsPc/OTZNWSdPyugR2b/WSKjly9KXhMDtbozK,default_avatar.png
868b4cf7-c1b8-406f-8bb5-59d492a7b3e9,usuario3@gmail.com,user3,$2a$10$I1p819o3GYUFCEjktqiWDOjfSWkBEjz0vX7nkjZqoMkqxMHQUTMWq,default_avatar.png
0bafb287-4d5a-4fd4-bca2-a5356ffbf862,usuario1@gmail.com,user1,$2a$10$tL2J.TWG94Bl7CtZgJO7iOf.ly6gKZFwqk1mOr5j9hVo.rOfl4aPe,default_avatar.png
2e0693a7-52ca-4636-9e2b-db90af9f3dea,usuario4@gmail.com,user4,$2a$10$VOyfLcwhWqI7q1ycg.WlJ.EDZLaoiL72LuakEW3Km7baqEVFcpW2u,default_avatar.png
91244efe-8636-4ea8-845a-b6dc61531c44,usuario7@gmail.com,user7,$2a$10$GmzbniRvDNZ5s7rKyrDGOO852P5jj9InNA.hwA/UVQquEtwjLaCB.,default_avatar.png
a11804b9-d287-4304-b24c-380232e2b69b,usuario8@gmail.com,user8,$2a$10$mz5xbpbS9tkKDJRkL06CNe.0PbnbIqdlkpm.VuuKDfl9iKhcWhoLG,default_avatar.png
a58651e3-6015-47da-8408-0ed81fb2f12d,usuario9@gmail.com,user9,$2a$10$CcHA4Al15hSqrLFfTN./huHc3FVHV/gI/CealUSefIJ6Jshwd8m3i,default_avatar.png
eeb71f15-5259-4d46-bc44-f6db6bd091fb,usuario10@gmail.com,user10,$2a$10$Xqv5lH9.Jl3IMCuQ/HA8.O09Bjt8nejBqwKPJBg3zbXMKakVqGmM6,default_avatar.png
